id,user_id,movie_id,title,rating,content,date
rw9395917,ur136937275,tt0093058," WELL BELLOW KUBRICK's EXPECTATIONS !
",7,"Full Metal Jacket 1980 wrongly translated into Born to Kill by master Stanley Kubrick, a film with three very well defined acts but I didn't find much connection between them, despite knowing that it is about the military evolution of American soldiers, from its presentation and introduction in the military regime until the actual confrontations, Sgt Hartman wants to record the entire war with his machine, but he has the phrase born to kill on his helmet, the same one he said to his Sgt and instructor in the first act but talking during training is easy , here we see and feel all the pressure of training and even bullying and what this can do to the minds of soldiers. In the second act, while filming and taking photographs on his vest, we see the brooch asking for peace, in a slightly more bureaucratic war area, where he could clearly have cut some scenes in which the director wanted to set us in the land of war by placing a theft sequence from the Viet Cong to the Americans and two sequences of Vietnamese prostitutes used by American soldiers. The third act then has no character development, not like what happened between the clippings of the first two acts, we see soldiers falling and the photographer having to take command of his group, and whether the phrase he carried during the film is part of it or just something written in his helmet, or if he will just be keeping something already dead or simply crying out for death. In a script that is not uniform without much connection between the acts or a lot of time or no time between them, with good performances ok photography and direction well below the average of one of the masters and still released after apocalypse now by francis ford coppolla seen born to kill an almost OK film but well below Kubrickian expectations.",25 October 2023
rw9409283,ur0589756,tt0093773," A Whole New Level
",8,"If you're gonna talk about Arnold Schwarzenegger's best movies, there's no way 'Predator' can be left out of the conversation. Featuring a fantastic blend of sci-fi & action as directed by John McTiernan and featured a fun supporting cast. It also gave us one of the best creature villains who's popularity launched a franchise. This is a classic flick and for good reason.Major ""Dutch"" Schaefer (Schwarzenegger) and his team of highly skilled men are called in to rescue a foreign cabinet minister & his aides in the jungles of Central America. He's surprised to be briefed further on the ground by old war buddy Dillon (Carl Weathers) who's now CIA. Also dismayed to find he'll be accompanying his team in when they usually work alone. Things don't add up, one surprise after another and then horrified to find they're dealing with an extraterrestrial being. A 'Predator' (Kevin Peter Hall) with advanced tech who likes to hunt humans for sport.Arnold in his 80's prime physique is more than up to the task and the script is tailor made for him with the odd one liner. Weathers is a lot of fun, but also is every other member of Dutch's team. Bill Duke as Mac, Sonny Landham as Indian tracker Billy, Richard Chaves as ""Poncho"", Jessie ""The Body"" Ventura as Blain totting a minigun & Shane Black (writer/director) as Hawkins. The inclusion of a lone female role in Anna by Mexican actress Elpidia Carrillo is a nice twist to the very much macho story.The acting, action is first rate. The special effects, makeup work is cool. Great musical score by Alan Silvestri. There's also more than one legit scare and a light bit of gore. All this time later, I still watch 'Predator' regularly. It's a testament to mixing sci-fi, action & horror elements and having it come out this great.",1 November 2023
rw9357386,ur171118709,tt0093058," Best vietnam war-based film
",10,"Full Metal Jacket is a 1987 war film directed by Stanley Kubrick. The movie is set during the Vietnam War and follows a group of U. S. Marines as they undergo basic training and are later deployed to fight in the war. The film is divided into two parts: the first part focuses on the Marines' training, while the second part follows them as they fight in Vietnam.The movie has been praised for its realistic portrayal of war and its effects on soldiers. It has also been noted for its dark humor and its commentary on the dehumanizing effects of war. The film's cinematography and soundtrack have also been widely praised.In his review of the movie, Roger Ebert notes that ""Stanley Kubrick's 'Full Metal Jacket' is more like a book of short stories than a novel. Many of the passages seem self-contained, some of them are masterful and others look like they came out of the bottom drawer."" Ebert goes on to say that while the movie is ""one of the best-looking war movies ever made on sets and stages,"" it falls short when compared to other war movies such as ""Platoon,"" ""Apocalypse Now,"" and ""The Deer Hunter.""Despite this criticism, ""Full Metal Jacket"" has been widely regarded as one of Kubrick's best films. The movie's opening sequence, which shows the Marines undergoing basic training, has become iconic and has been parodied in numerous films and TV shows. The film's portrayal of the dehumanizing effects of war has also been praised, with some critics noting that it is one of the most accurate depictions of war ever put on film.The performances in ""Full Metal Jacket"" have also been widely praised. Lee Ermey's portrayal of Gunnery Sergeant Hartman has become legendary, with many of his lines becoming iconic quotes from the movie. Vincent D'Onofrio's performance as Private Pyle has also been widely praised, with some critics noting that it is one of the most disturbing portrayals of a soldier in any war movie.In conclusion, ""Full Metal Jacket"" is a powerful and thought-provoking film that explores the dehumanizing effects of war on soldiers. While it may not be as well-regarded as other war movies such as ""Platoon"" or ""Apocalypse Now,"" it is still widely regarded as one of Stanley Kubrick's best films. The movie's realistic portrayal of war, its dark humor, and its commentary on the effects of war make it a must-see for anyone interested in the genre.",4 October 2023
rw9329820,ur33162918,tt0093058," Kubrick develops the characters calmly, allowing the viewer to learn about many of their characteristics during training and follow their complete transformation
",8,"If the viewer is looking for a film full of action, with explosions and crazy shootouts in ""Full Metal Jacket"", they will be disappointed. The script by Michael Herr and Stanley Kubrick, based on a book by Gustav Hasford, develops the characters calmly, allowing the viewer to learn about many of their characteristics during training and follow their complete transformation. Furthermore, it clearly divides the narrative into two parts: training and war. Therefore, during half of the projection we are introduced to the cruel methods used to train young soldiers and only in the second half do the conflicts really come into play.Interestingly, the best part of the narrative is in the first half. It is extremely captivating to follow fascinating characters like Sergeant Hartman and soldiers Pyle (Vincent D'Onofrio) and Joker (Matthew Modine) during the training phase. Ironically, the biggest problem with ""Full Metal Jacket"" happens at the turning point between training and war, when the two best characters in the film tragically leave the scene, which clearly weakens the second half of the film. This problem could be alleviated by Martin Hunter's editing, if the two stories were told simultaneously. This way, the impact of the narrative would be much greater on the viewer, who would try to find out why Pyle didn't go with the others to war. ""Would he have given up?"" we could think, and the surprise would come at the end with the impactful outcome of the training. Unfortunately, this shocking ending to the training is presented in the first half of the film and leaves the viewer ""orphaned"" of the best characters so far. Despite this, the editing works very well throughout the exciting part of the training, which continues at an intense and pleasant pace, and is also competent in the sequences in Vietnam, full of energy and realism.The prologue on Parris Island opposes the Vietnamese episodes as order to disorder. The backwards traveling shots, the arrangement of the places, the rigor of the formation ritual suggest an implacable, suffocating, claustrophobic logic. The combat scenes impose another form of confinement through lateral camera movements, accumulated debris and ruins, cacophonies, and piled-up corpses. For Kubrick, two dangers threaten the world: order and disorder. In the training narrative arc, Kubrick delivers a package that uses every resource at its disposal to sterilize and condemn individuality. In Hartman's first speech, the camera follows him head-on, maintaining the same distance to the character throughout his speech. In a pornographically symmetrical environment and with uniformed recruits with shaved heads, there is no feeling of displacement in the sergeant's walk. The static men as decorative objects make it seem like Hartman is speaking to no one but himself. And it's true. That's why he doesn't bother to know their names, arbitrarily calling them Joker, Cowboy (Arliss Howard), Snowball (Peter Edmund) and Gomer Pyle - the same name as the silly mechanic from an American sitcom from the 60s.Pyle (Vincent D'Onofrio's first major role, Daredevil's Wilson Fisk) represents both the brokenness of the individual and the indifference of the collective. His laughter - punished by self-hanging - indicates that he was the only one capable of seeing the absurdity of that hoax. His mistakes are punished more severely because Hartman sees in him a desire to be different from others. In the Cartesian world of Parris Island, any threat to order must be rooted out. And it is when the group understands the burly recruit as an obstacle between training and the battlefield that, at the ""blanket party"", the last thread of empathy for anyone seen as different is broken. Marines are brothers of marines and are indifferent to others. This also represents the point of no return for Pyle, when he finds himself absolutely alone and, consequently, free from any commitment to those men.Once again, Kubrick extracts impeccable technical work from his team that results in the film's beautiful visuals, as we can see through the costumes by Keith Denny and the art direction by Keith Pain, Nigel Phelps, Rod Stratfold and Leslie Tomkins, who set the scene. Competently the viewer takes in the film's atmosphere both in training and in combat, through the war uniforms and, mainly, the exceptional view of the city's wreckage, in the third act. It is also worth highlighting the good photography direction by Douglas Milsome, which highlights the green, which is becoming less and less alive - as well as the hope within those hardened hearts - mixed with the gray, which symbolizes the sadness of those young soldiers. Finally, it is worth highlighting the good soundtrack by Vivian Kubrick, composed of excellent songs.Four points in the Vietnam arc deserve a specific analysis: female participation, the function of the press, narrative contradictions and the psychological concept of the Shadow. Unlike the Freudian school, in which the Id represents the primitive part of the personality responsible for the reckless search for pleasure, the Swiss Carl Gustav Jung classifies the Shadow as the unconscious part of the human personality. The purchase of a pair of sneakers would be explained by Freud as a clash between the Id (""I want to buy these sneakers"") and the Ego (""it costs a lot"") mediated by the Superego (""I'm going to pay for the purchase in installments""); Jung would focus on the unconscious desire to be accepted by the group in which the individual is part, motivating the conscious purchase of such sneakers. This contrast appears clearly in Joker, who wears a helmet with the inscription ""Born to Kill"" and a brooch with the peace symbol. He even makes mention of the ""Jungian thing"" of human duality. But not just there: Hartman conditions the learning of his recruits on the abandonment of critical sense and Pyle is approved as a marine when he becomes a sociopath. In the accurate choice of songs in Full Metal Jacket, Kubrick also creates the strangeness of double meaning, as in the iconic scene of journalists documenting a military offensive to the sound of ""Bird Is the Word"".The ""bird"" is clearly the eagle, symbol of the United States. And Trashmen's almost non-song turns a moment that would be treated as a patriotic monument in 99% of war films into a huge joke. An absurdity in which the soldiers don't even know why they take part. Paradoxically, the complete critical apathy only shows how well those men were taught. At the same time as they know how to fight a senseless war, they shamelessly manipulate public opinion with fake news. The effect of Stars and Stripes, Joker and Rafterman's (Kevyn Major Howard) newspaper, is perverse in its efficiency: if the soldiers believe their stories, the war is a lie; If you believe your own eyes, the Armed Forces are a lie. In both cases, the only response is nihilistic cynicism. It's when he goes to the field that Joker sees a soldier killing civilians for nothing and begins to question the purpose of war. His breaking process had already begun in training, as the conscious decision to attack Pyle comes from an unconscious desire to please Instructor Hartman's father figure and to belong to the platoon he led. And, in the final decision, your point of no return, killing the Viet Cong sniper is in a gray area: mercy or pleasure in killing?It is interesting to note that three women appear in ""Full Metal Jacket"", all in Vietnam: two prostitutes and the aforementioned sniper. Prostitutes are offered as merchandise to American soldiers, who bargain. The sniper, the only presence of the enemy in the entire film, is the perfect symmetry of those marines: as the prayer in the first arc says, ""I need to shoot better than my enemy, who is trying to kill me; I need to shoot him before he shoots me; And I will."" She validates her own humanity, by Marine standards, by being an effective killer. Joker may have killed her as an act of respect for his valiant enemy or for sadistic pleasure, which would explain the ""award for ugliness"". When Joker walks through the burning ruins in the night of Hue, highlighting the knowledge that he is in a ""sh**** world"", but happy to be alive and not feel afraid, we can conclude either that he has found the meaning of existence or that the lack of meaning does not bothers him more. Dramatically, his response to both possibilities is the same: kill. Kubrick reserves the right not to make moral judgments about this, leaving it up to the viewer to decide whether Joker will find pleasure in this or not.Kubrick, like other important filmmakers throughout the history of cinema, also studied war and the effects it causes on the human mind. The insanity of war led, for example, to a marine shooting children and women in the fields of Vietnam, in another shocking scene in the film. In the director's view, the distance between peace and extreme violence is small in the human mind. ""Full Metal Jacket"" shows how the army turns young people into true killing machines, just as war hardens their hearts, altering their view of the world forever. Competently directed and acted, it is still a great film, but it could be even better with some small adjustments. In any case, it leaves its message, even if it is not as forceful as other works by the exceptional director. Any praise for Stanley Kubrick's work, two decades after his death, risks falling into the common grave of banality. It is trivial to recognize him as one of the greatest cinema directors of all time. Identifying what makes this a monument to the Seventh Art is the challenge. ""Full Metal Jacket"" perfectly portrays its main qualities. A work that provides tools to be interpreted until the last moment. In the final credits, ""Paint It, Black"", by the Rolling Stones, provides the only unquestionable truth in two hours of projection. It's not easy to face the world when everything is black.",18 September 2023
rw9322590,ur13995491,tt0093058," Visually striking, darkly funny, aimless
",8,"I'm not sure exactly how I feel about this one. Kubrick is certainly a visionary and interesting director, but Full Metal Jacket feels a bit ambiguous and aimless. It's often intense and engaging overall, but lacks a cohesive overarching structure. I feel like I'm missing some deeper point to it, but the simpler answer is that what I'm looking for is just not there.People seem to rave about the first third of the movie with R. Lee Ermey and Vincent D'Onofrio at the army barracks during training. But while I liked the acting and some of the intensity, it also felt a bit boring to me. It doesn't feel like anything meaningful is going on and I'm unsure what the point of it is.It also gets repetitive. Okay, a drill sergeant constantly yelling at his soldiers/trainees. Great. What, for 40 minutes? Okay. Is this meant to be a realistic simulation of boot camp? Or is it meant to be an exaggeration? Is this meant to show how harsh training can be? Or is it meant to be funny? I mean, I honestly burst out laughing at Ermey multiple times. He's not wrong a lot of the time! ""Are you kidding me?!? You can't even do ONE pull-up?!?"" That was hilarious.The movie also seems to be ambiguous about ""Gomer Pyle"". Is he mentally challenged? It certainly seems that way. But also, he's quite good with guns. What does it matter though? He ends up dying so all his character qualities were for nought. Did he kill Ermey because he was so mean to him? Or would he have killed any instructor from the workload? Was it because he was already a bit insane and unstable? It's hard to know. Even quite a normal person might start to hate Ermey's overbearing attitude.The other soldiers take their frustration out on ""Pyle"" by taking turns beating him with soap wrapped in towels. This is highly disturbing but we can understand their frustration. But I'm left thinking the whole situation is stupid. These are adults and this is war. You need to grow up and make smart decisions. Either this Pyle guy is competent enough to train or not. He should've just been kicked out straight away. Or segregated and put in a special program. The others shouldn't beat him but should make a formal complaint. He would be a liability out in the field.The sergeant himself is a mix between strict, funny and way too aggressive. Some of what he says is just true. Some of it is crude but pretty standard for how guys talk to each-other. But much of it is also just ridiculous - screaming at the top of his lungs over nothing. A waste of energy. I would request to move to a different group, not because I can't handle pressure or hard work, but because the sergeant is edgy and borderline insane.The rest of the movie is similarly ambiguous. I'm not sure whether to laugh or be disturbed or both. Maybe that's the point and maybe that's brilliant and deep. Or maybe it's shallow and lazy.Take the guy shooting from the helicopter. He's laughing like crazy, shooting into thin air, it seems. Then we see his point of view - he's shooting random rice farmers, innocent civilians, many of them women. Are we meant to be shocked? Horrified? Gagging like the other guy in the helicopter? Did this ever actually happen in Vietnam? Once or twice, maybe. Or was it common? I couldn't help but laugh. This guy is insane, loves killing and the movie just kinda glosses over it. Why include this? Especially if it was probably extremely rare or entirely fictionalised?Take the final, elongated sequence where the main characters are dealing with a sniper. It's a predictable and hilarious comedy-of-errors. First one guy, standing in the open, gets shot. But not fatally. The others take cover and start shooting like crazy. Finally they stop firing and debate what to do. The first guy gets hit again and screams, then they all shoot again until their captain tells them to stop again.The firing achieves nothing. It's absolutely moronic in terms of strategy - it wastes ammo, gives away your position, hits no targets and makes it harder to find the enemy because of all the commotion. Then of course another guy goes to rescue the first one. Can you guess what happens? They get hit, scream in slow motion and they all shoot like crazy again. I felt like I was watching a Key and Peele sketch. It's actually a pretty funny idea, but I can't tell if Kubrick was going for comedy.After several of them get killed by not taking cover, finally they corner the sniper and, lo-and-behold, it's a teenage girl. Is this realistic? I'm sure some soldiers in a war like this were young or were girls. But this feels like a cheap idea by Kubrick. Yes, it messes with our feelings. This savage, deadly sniper who just murdered several main characters is just a girl! You're ready for them to just tear this sniper to shreds, but now you feel bad that they're shooting a kid.Then she's breathing there, bleeding to death. Whispering some kind of prayer. What am I meant to feel or think about this? Horror? Confusion? Emptiness?Whatever. None of this feels particularly insightful. War is bad. Yes. Got it. That's actually very obvious. Kubrick doesn't give any time to the reasons for the Vietnam war. Or to military strategy or bureaucracy or to any specific moral dilemmas. He just focuses on having one intense or weird scene after another. It actually feels quite slow and deliberate, rather than fast-paced. It's engaging, but still left me feeling a bit bored and wanting more. More meaning. More sharpness and clarity.If Kubrick is saying that humans are capable of evil - sure. But why? How do we end up like that? No answers or even ideas are offered. Modine's character is fine and somewhat neutral - a means for us to vicariously experience the events of the movie. But nothing he experiences feels all that enlightening. I see inefficiency, bad choices, insane people, incompetence and some of the disturbing outcomes of any war. But I see nobody doing anything about it or pointing out the obvious.Nobody says ""gee, our drill sergeant is a bit over-the-top isn't he?"" Or ""is this really necessary?"" Nobody says ""let's try to carefully but quickly flank this sniper, staying in cover the whole time. Let's get a visual and rough idea of where the sniper is."" ""Why is this psychopath murdering innocent people in fields - would his superiors actually defend this? How does it help us win the war?"" ""Why are we even fighting in Vietnam? Are we the good guys, in which case we should be patriotic, confident and not dwell on the sorrows of war, or is this unnecessary, in which case we should just pull out and end the misery?""There's room for different opinions on war and Vietnam specifically. But Kubrick seems to offer nothing solid. Maybe it's because I'm a mathematician - I like getting answers. And even in politics and war, there are answers. Some wars are necessary. Some strategies work better than others. Some countries committed worse evils than others. Moral principles do exist.Full Metal Jacket is a bold and entertaining movie, but one with very little of value to say. War is bad - of course it is. It works somewhat as a very dark comedy. And that's certainly deliberate in part. It's subtle but there. Kubrick likes playing with juxtaposition and expectations. He uses upbeat pop songs for much of the movie.It's just way too over-the-top to take too seriously. And as a dark comedy, it is pretty funny and makes some interesting if scattered points about war and what it's like to live through it. But it doesn't commit fully to this and seems to want to be a drama or commentary as well - at which it is much less successful.",14 September 2023
rw9393048,ur50634343,tt0093773," An idiot's eden
",2,"This must have been the very first movie people wanted to see after they were created. People know that they aren't qualified to use force in any tiniest parts of their meaningless lives. But those people are desperate for a world where you CAN apply force at any problem. A predator that can cloak. And if you miss with your bazooka, it's not a biggie. Apply more force next time, and keep crossing your other fingers. The jungle in this movie is an exact replica of the stupid world that people genuinely dream of. Even your unwanted kids have to respect you there: I bet they can't hold a bazooka.",23 October 2023
rw9382235,ur45982038,tt0093773," The Greatest Action Film Ever Made
",10,"This film for me ranks as Arnold's best. The main reason is due to the excellent directing from John McTiernan. Not a single shot is wasted. I love the way he uses different camera angles and frames, to create an intense, claustrophobic environment. A lesser director might have been hamstrung by the relatively low budget and limited jungle set. But he only adds to it. He also gets a career best perfomance from Arnold Schwarzenegger, who is entirely credible, convincing and vulnerable as Major Dutch Schaeffer. The pacing of this film is always on point. And it contains a brilliant score from Alan Silvestri. But the greatest creation is the Predator. What an amazing creature creation
from Stan Winston. His creatures in Aliens were amazing but I think he has done one better here. I dont Schwarzenegger has ever been upstaged by a character with more screen presence, except by this awesome seven foot tall alien being!Countless films have tried to imitate this film from it's own sequels to the Expendables but no film has since come close. The special effects are also well ahead of it's time and even better then the video game like CGI of current day.This film is a masterpiece!",18 October 2023
rw9345024,ur64776315,tt0093773," When mere explosions were enough to hold your attention
",4,"It's cringeworthy when so-called elite troops walk brazenly into the open and somehow kill dozens as bullets dance around them. It's the sort of the film where any military doctrine or strategy is suspended and the 'good guys' are invincible and the 'bad guys' can't aim. How boring!Meanwhile, Dutch (Arnold Shwarzenegger) and his old buddy Dillon (Carl Weathers) deliver some of the most emotionally stunted scenes known to cinema where manliness can be conveyed in ever more intense stares. The word 'acting' is a stretch here.There are a few visually interesting scenes, good costume design for the 'predator', and certainly plenty of action, but the absence of effort in delivering a script, a more complex plot, or any thought out military tactics makes this film a massive miss for me. I don't think Predator has aged well even if its basic concept and design still entertains.",27 September 2023
rw9515489,ur174638476,tt0056172," Sensational
",9,"The music and picture quality in this epic are both outstanding, truly excellent, practically every actor was perfectly cast in their roles maybe with the exception of Alex Guinness, I'd have preferred an Arab actor there. The sets and locations looked authentic and real, the scope of the film was immense. The film was shot in location in Jordan I believe and follows the true story of a British officer who helped leads to Arabs to revolt against the Turks during WWI, fighting with guerrilla tactics. The film also explores the darker side of war, what it can do to an ordinary person's mind. The film is also not afraid to touch upon the imperial ambitions of the British leadership and how their version of the of the Middle East after WWI looks a little different the one Lawrence expects. The film's cinematography is extraordinary and the scope of the story is breath-taking. This is not just a great war movie or biopic but is now widely considered one of the greatest movies every made.",24 December 2023
rw9506434,ur15000707,tt0056172," Lawrence of Arabia
",10,"Lawrence of Arabia (1962) is one movie that you never get tired of rewatching. This film is based on the writings of T. E. Lawrence (a close friend of Virginia Woolf.) I have to confess I have not read any of his writings at the time of this review.This is the story of a British officer who led the Arab armies against the Turks in the Middle East during World War I from 1915 to 1918. However, the film itself is anything but basic. It is one of the classics still of our time.As the media gets better this film has been remastered and given the Blu-ray treatment. It may one day be a candidate for 4K. However, you will be so impressed with this film that the presentation media whether Blu-ray discs or streaming that the technical adjustments will be negligible to your viewing pleasure.I will not go into too much detail of the story as it is possible someone really has not seen this film before.The basic story is about a British officer that sees past the varied politics of the time and is able to find unique ways to help the Arabs create their own homeland whether they want it or not. However interesting the story is what makes this film unique is the stable of star actors, including of course Peter O'Toole, and extraordinary cinematography. The underlying music will stay with you for years.Many people have unique values as to what they would like to see in a movie. For me this film was excellent. I would suggest that no matter what your preference you do not pass up the chance to see ""Lawrence of Arabia"".Read about the real thing ""Lawrence of Arabia: The Authorized Biography of T. E. Lawrence""",21 December 2023
rw9500985,ur174066047,tt0056172," Cinematography at its Best. Story at its Worst.
",3,"Oh man, brilliant cinematography. That's this movie. Everything else is an Americanized 1001 Nights tale that never happened, and it would behoove the filmmakers to track down the facts first, then create something like this.Honestly - I'll admit it - I didn't watch the movie until the end because of the guy I felt for after trying to give it a chance. A boring story that could have been written or recreated documentary style in times more interesting. Unpleasant in every way main character who glorifies the US and I think we have to be very blind not to see it.I don't understand what people see so much in this production except again I say phenomenal cinematography that deserves attention and awards.Final score: 3/10.",18 December 2023
rw9494274,ur84933366,tt0056172," A long and winding epic adventure
",7,"At over 3 1/2 hours long, watching this film is a commitment. One that is probably worth it though, especially if you get into the nostalgic classic film mood and treat yourself to an old school ice cream intermission half way through!The story, in brief, is that of T E Lawrence - a British Army Officer who accepts a posting to Arabia during World War One. His official brief is little more that fact finding, but he has greater ambitions - to unite the Arab peoples, deploy them in the fight against the Turks, and inspire them to an independent one-nation future.Lawrence existed in real life. How accurate the story telling is is open to debate of course, and my review puts aside that matter.The two stars of the film are the landscapes, and Lawrence - played by Peter O'Toole.The cinematography makes the most of the wide open desert settings, and although I haven't had the pleasure of watching this on a cinema screen I would imagine that is where the scenery would look most impressive.The character of Lawrence, and the casting of O'Toole, is a fascinating one that works really well. It might have been tempting to put an all action, macho, Steve McQueen type character into this lead role, but they didn't - presumably to closer match the true life character. Lawrence is portrayed as a sometimes macho, sometimes effeminate, deeply complex and certainly flawed character, capable of love and hate, compassion and violence, egotism and selflessness. It adds an interesting layer into a already fine film.Some of the supporting acting is undeniably hammy, some fight scenes unconvincing, and the general pace and development of the story is somewhat disjointed. Ultimately though, the film remains a good watch and deserving of it's 'epic' categorization.Long and imperfect it might be, but highly enjoyable all the same.",14 December 2023
rw9490883,ur151592038,tt0056172," Inaccurate and biased
",1,People's love for this movie is simply mass hysteria. The history in this movie is heavily distorted and incredibly misleading. I could say the movie was boring but in all honesty all i felt was pure frustration. Anyone with a basic understanding of what the Arab revolution actually was would understand how uninspired and lazy this movie really is. It makes me so sad to see all of these good ratings and complete disregard for historical accuracy. It depicts Arabs and Turks in such a demeaning and degrading light. It's biased movies like these that lead to people misinterpreting real life events in the middle east.,12 December 2023
rw9474448,ur26226712,tt0056172," See it screened at a (good) cinema
",9,"People aren't great watching long movies. It's not a generational thing. Seeing this at a cinema I thought would be a dream come true, but the crowd was restless and kind of loud... but they weren't the worst part by any means. The cinema didn't do a great job of showing this. The sound was way too quiet (I even made a Karen of myself by going out and complaining - realized too late I missed that cool scene transition where he blows out the match, too... and if they did increase the volume, it was minimal), and they played it in one of the smaller cinemas... so it sold out, was super cramped, the screen wasn't super big, and there was only one exit, so any time someone got up, you noticed. Usually, the popular classics that are re-screened get the biggest room in the house.Plus the projectionist didn't realize the screen was supposed to be black during the overture, so there were 15 minutes of technical difficulties that weren't actual technical difficulties (I was also a Karen about this - I just want to do anything I can to not be an apathetic bystander in situations like these, even though I feel like a jerk no matter how polite I try to be).I guess it was still Lawrence of Arabia in a cinema, but it's been a dream of mine to see this in a cinema since watching it on DVD more than a decade ago (to be fair, in 2012, DVDs still looked pretty decent to my eyes, but it was never doing the film true justice). They didn't screen it anywhere near me in 2022, which is when the film had it 60th anniversary, which was odd. I love the cinema they did screen it at tonight, and I've had so many great experiences there I can't say it'll turn me off continuing to go there. It's just a pity that the one bad screening I've had there in years was for Lawrence of Arabia, which is kind of THE epic movie that you're supposed to see at the movies.The film's great though, as everyone knows. Maybe it feels a tiny bit overlong to me, but there's a chance that the screening tainted my enjoyment (if I try to be as objective as possible, I still recognize this is an amazingly well-made film). I don't feel like I've crossed off something from my bucket list, though - I still feel like I need to see Lawrence of Arabia in a cinema, even though tonight, I technically saw Lawrence of Arabia in a cinema, which makes me a bit sad.",4 December 2023
rw9471464,ur153983000,tt0056172," An outstanding, colossus of a picture
",8,"Lawrence of Arabia has been rightly celebrated as one of David Leans Masterpieces. It is massive and tremendous in every sense of the word- massive in length, massive in scope, and massive in scenery. Cinematographer Freddie Young has a filmed a gargantuan movie which has the rare ability of bleeding out of your screen- anyone viewing on a small screen will feel woefully inadequate. Young has succeeded magnificently, for he captures in stupendous waves of sand and sky, both the magnificence, the wonder, and the endless, vast expanse of forbidding the desert presents. The battle scenes are also captured in great detail and in great scope, thousands of men filling your entrie screen. An astounding feat. The extraordinary music by Maurice Jarre brilliant in accentuating this atmosphere- Jarres score evokes the grandeur of the desert, and also conveys a unique exoticism in its atmosphere. The acting and writing also deserves praise. Peter O Toole is astonishing as Lawrence. Lawrence becomes a veritable prophet, a messiah in the desert, but he is far from invincible. The film breaks him down using a harrowing experience with a Turkish general, and does well in humanising him. Lawrence is not portrayed as infallible- he is emotional, and liable to tantrums and emotional outbursts. Omar Shariff is also excellent as his conscience, his ally Sheriff Ali. The writing does well in maintains a lively pace. The dialogue is always intelligent, crisp, and sharp, which keeps the audience interest. The film runs for almost 4 hours but it feels nothing like it's length. However my issue with the film is here- while it does not feel like 4 hours, it does feel long. I find around 40 minutes could have been cut from this film. The scenes in the second part(after the intermission) also loses a bit of pace compared the preceding section. Whereas the first section was a stunning masterpiece of not only great beauty, but also of taut pace, the second part does slog on a bit, with what little plot stretched too thinly. Perhaps this is because the freshness and intrigue of the desert is starting to dissipate, as the movie slows. All in all, Lawrence of Arabia and its visual splendour is something I have not seen on screen before at all. But it's second part keeps it from being something truly great, something which can, like Lawrence, unify and conquer the disparate tastes and hearts of all.",3 December 2023
rw9446869,ur102301079,tt0056172," Better than Ever. And Yet....
",8,"I had to read several other reviews to focus on what seems to be the important elements of this film. I'm grateful to the reviewers.I first saw the film at the age of 17, thought it was a great flick, and then pretty much forgot about it. I didn't understand the plot (what were the Brits and the French after, anyway?) but I did feel the gorgeous beauty of the photography and the locales, which formed a good basis for appreciating the film as I grew older.I have just seen the film again, in its socalled restored version. One technical word (as something of a technician myself): I say ""socalled"" because of the audio. Rarely have I seen a British film that gets the sound right. American films get it wonderfully right, with a sense of presence and clarity that the Brits somehow manage to mangle. That's a severe weakness of this film--even if it was restored.But getting to the heart of the matter.... My impression, in view of rave reviews of O'Toole and his acting, is that Sharif was the real star of the show (almost, that is). His character enters as a ""cruel and barbarous"" murderer but then slowly and convincingly evidences the humanity that makes his character virtually fall in love with the difficult Lawrence. In contrast, I found O'Toole's changes (not growth, but devolution) in the course of the film rather stilted, as if O'Toole lacked the experience and depth of his costar (and that's probably true). I can see how Sharif later turned into Zhivago, while I doubt that O'Toole could have handled such a role nearly as well.Lawrence of Arabia is about life, and it takes decades of life to appreciate its meaning (at least it did for me). As was said at the end of the film, young men make war and old men make the peace--and it must be so. The world is an old, old place, and our youthful dreams and aspirations and perceptions must eventually turn into the more sober and dejected outlooks of the mature. But that doesn't mean that older age is full of depression: appreciating the undulations of life and of our dreams is just part of the deal we get from God and the cosmos.Somehow, in some inexplicable way, I sense that this was Lean's message, and he delivered it well.",21 November 2023
